"","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","commentLikeCount","commentPublishedAt","commentUpdatedAt","commentId","parentId","moderationStatus","videoPublishedAt","videoTitle","videoChannelTitle"
"11","prn99KSS_1M","Hi Dean. I am a  veteran recreational competitive athelete, running 5 and 10K distances. I bought your book, Yoga for Men a while ago. Due to the lockdown, i have nearly finished the Atheletic Performance programme. I am in the last week of weeks 9 to 12. What do you suggest, i have cut down the milage and intensity, so as not to overtrain?","Hi Dean. I am a  veteran recreational competitive athelete, running 5 and 10K distances. I bought your book, Yoga for Men a while ago. Due to the lockdown, i have nearly finished the Atheletic Performance programme. I am in the last week of weeks 9 to 12. What do you suggest, i have cut down the milage and intensity, so as not to overtrain?","David Smith","https://yt3.ggpht.com/a/AATXAJx_dD3EN3fWKBdzTxPN49ZdsIZn-16yDdLohw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCKzGHuXb4tjN81HbBdsqxMw","UCKzGHuXb4tjN81HbBdsqxMw","TRUE","none","0","2020-06-10T20:55:04Z","2020-06-10T20:55:04Z","UgzJ_iKVR3TNgY4J5d54AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"12","prn99KSS_1M","Hi Dean. I am a  veteran recreational competitive athelete, running 5 and 10K distances. I bought your book, Yoga for Men a while ago. Due to the lockdown, i have nearly finished the Atheletic Performance programme. I am in the last week of weeks 9 to 12. What do you suggest, i have cut down the milage and intensity, so as not to overtrain?","Hi Dean. I am a  veteran recreational competitive athelete, running 5 and 10K distances. I bought your book, Yoga for Men a while ago. Due to the lockdown, i have nearly finished the Atheletic Performance programme. I am in the last week of weeks 9 to 12. What do you suggest, i have cut down the milage and intensity, so as not to overtrain?","David Smith","https://yt3.ggpht.com/a/AATXAJx_dD3EN3fWKBdzTxPN49ZdsIZn-16yDdLohw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCKzGHuXb4tjN81HbBdsqxMw","UCKzGHuXb4tjN81HbBdsqxMw","TRUE","none","0","2020-06-10T20:55:04Z","2020-06-10T20:55:04Z","UgzJ_iKVR3TNgY4J5d54AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"13","prn99KSS_1M","<b>Man Flow Yoga</b>   Wanna be friend?","*Man Flow Yoga*   Wanna be friend?","tubetube tube","https://yt3.ggpht.com/a/AATXAJzB6je7eAJ3ESA6CfEviIiZ7FLa6_VPBZH15A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4jA0H5hShATZ7oNgKT3Auw","UC4jA0H5hShATZ7oNgKT3Auw","TRUE","none","0","2020-06-10T18:55:05Z","2020-06-10T18:55:05Z","Ugw4R9CM8pj5xr1sFfF4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"14","prn99KSS_1M","<b>Man Flow Yoga</b>   Wanna be friend?","*Man Flow Yoga*   Wanna be friend?","tubetube tube","https://yt3.ggpht.com/a/AATXAJzB6je7eAJ3ESA6CfEviIiZ7FLa6_VPBZH15A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4jA0H5hShATZ7oNgKT3Auw","UC4jA0H5hShATZ7oNgKT3Auw","TRUE","none","0","2020-06-10T18:55:05Z","2020-06-10T18:55:05Z","Ugw4R9CM8pj5xr1sFfF4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"15","prn99KSS_1M","<b>Man Flow Yoga</b>   Wanna be friend?","*Man Flow Yoga*   Wanna be friend?","tubetube tube","https://yt3.ggpht.com/a/AATXAJzB6je7eAJ3ESA6CfEviIiZ7FLa6_VPBZH15A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4jA0H5hShATZ7oNgKT3Auw","UC4jA0H5hShATZ7oNgKT3Auw","TRUE","none","0","2020-06-10T18:55:05Z","2020-06-10T18:55:05Z","UgzlAWZwE1KHtCNufr14AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"16","prn99KSS_1M","<b>Man Flow Yoga</b>   Wanna be friend?","*Man Flow Yoga*   Wanna be friend?","tubetube tube","https://yt3.ggpht.com/a/AATXAJzB6je7eAJ3ESA6CfEviIiZ7FLa6_VPBZH15A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4jA0H5hShATZ7oNgKT3Auw","UC4jA0H5hShATZ7oNgKT3Auw","TRUE","none","0","2020-06-10T18:55:05Z","2020-06-10T18:55:05Z","UgzlAWZwE1KHtCNufr14AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"17","prn99KSS_1M","<b>Man Flow Yoga</b>   Wanna be friend?","*Man Flow Yoga*   Wanna be friend?","tubetube tube","https://yt3.ggpht.com/a/AATXAJzB6je7eAJ3ESA6CfEviIiZ7FLa6_VPBZH15A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4jA0H5hShATZ7oNgKT3Auw","UC4jA0H5hShATZ7oNgKT3Auw","TRUE","none","0","2020-06-10T18:55:05Z","2020-06-10T18:55:05Z","Ugx31v5fNt7zbqR6DUZ4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"18","prn99KSS_1M","<b>Man Flow Yoga</b>   Wanna be friend?","*Man Flow Yoga*   Wanna be friend?","tubetube tube","https://yt3.ggpht.com/a/AATXAJzB6je7eAJ3ESA6CfEviIiZ7FLa6_VPBZH15A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4jA0H5hShATZ7oNgKT3Auw","UC4jA0H5hShATZ7oNgKT3Auw","TRUE","none","0","2020-06-10T18:55:05Z","2020-06-10T18:55:05Z","Ugx31v5fNt7zbqR6DUZ4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"19","prn99KSS_1M","How often you recommend this 15 minutes session a week?","How often you recommend this 15 minutes session a week?","Martin Bilodeau","https://yt3.ggpht.com/a/AATXAJzSv4RJ0aXn34W_xYLXOKYLEX2KSSyfNjJ4eQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCob2n2TgGzkK5PSsb1tbVpA","UCob2n2TgGzkK5PSsb1tbVpA","TRUE","none","1","2020-06-10T18:43:44Z","2020-06-10T18:43:44Z","Ugy2ni8mgHU3uQ-p2-F4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"20","prn99KSS_1M","How often you recommend this 15 minutes session a week?","How often you recommend this 15 minutes session a week?","Martin Bilodeau","https://yt3.ggpht.com/a/AATXAJzSv4RJ0aXn34W_xYLXOKYLEX2KSSyfNjJ4eQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCob2n2TgGzkK5PSsb1tbVpA","UCob2n2TgGzkK5PSsb1tbVpA","TRUE","none","1","2020-06-10T18:43:44Z","2020-06-10T18:43:44Z","Ugy2ni8mgHU3uQ-p2-F4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"21","prn99KSS_1M","Tks to share your expertise sir.","Tks to share your expertise sir.","Martin Bilodeau","https://yt3.ggpht.com/a/AATXAJzSv4RJ0aXn34W_xYLXOKYLEX2KSSyfNjJ4eQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCob2n2TgGzkK5PSsb1tbVpA","UCob2n2TgGzkK5PSsb1tbVpA","TRUE","none","1","2020-06-10T18:40:17Z","2020-06-10T18:40:17Z","Ugzs6UeoAVqinf2Jq0B4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"22","prn99KSS_1M","Tks to share your expertise sir.","Tks to share your expertise sir.","Martin Bilodeau","https://yt3.ggpht.com/a/AATXAJzSv4RJ0aXn34W_xYLXOKYLEX2KSSyfNjJ4eQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCob2n2TgGzkK5PSsb1tbVpA","UCob2n2TgGzkK5PSsb1tbVpA","TRUE","none","1","2020-06-10T18:40:17Z","2020-06-10T18:40:17Z","Ugzs6UeoAVqinf2Jq0B4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"23","prn99KSS_1M","wanna be friends?","wanna be friends?","","//s.ytimg.com/yts/img/avatar_32-vflI3ugzv.png","",NA,"TRUE","none","0","2020-06-10T18:36:49Z","2020-06-10T18:36:49Z","UgwSC0WMGTxoqi3vhdh4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
"24","prn99KSS_1M","wanna be friends?","wanna be friends?","","//s.ytimg.com/yts/img/avatar_32-vflI3ugzv.png","",NA,"TRUE","none","0","2020-06-10T18:36:49Z","2020-06-10T18:36:49Z","UgwSC0WMGTxoqi3vhdh4AaABAg",NA,NA,2020-06-10 18:30:05,"How to Fix Your Posture in 15 Minutes | Reduce Lower Back Pain | #yogaformen","Man Flow Yoga"
